date,state,fips,cases,deaths
5/24/2020,MOQUEGUA,18,18,0
5/24/2020,PASCO,19,25,0
5/24/2020,PIURA,20,200,0
5/24/2020,PUNO,21,2,0
5/24/2020,SAN MARTIN,22,15,0
5/24/2020,TACNA,23,2,0
5/24/2020,TUMBES,24,14,0
5/24/2020,UCAYALI,25,36,0
5/25/2020,AMAZONAS,01,49,0
5/25/2020,ANCASH,02,178,0
5/25/2020,APURIMAC,03,21,0
5/25/2020,AREQUIPA,04,192,0
5/25/2020,AYACUCHO,05,25,0
5/25/2020,CAJAMARCA,06,31,0
5/25/2020,CALLAO,07,409,0
5/25/2020,CUSCO,08,51,0
5/25/2020,HUANCAVELICA,09,12,0
5/25/2020,HUANUCO,10,30,0
5/25/2020,ICA,11,247,0
5/25/2020,JUNIN,12,51,0
5/25/2020,LA LIBERTAD,13,269,0
5/25/2020,LAMBAYEQUE,14,320,0
5/25/2020,LIMA,15,"4,098",0
5/25/2020,LORETO,15,97,0
5/25/2020,LORETO,16,31,0
5/25/2020,MADRE DE DIOS,17,39,0
5/25/2020,MOQUEGUA,18,32,0
5/25/2020,PASCO,19,15,0
5/25/2020,PIURA,20,470,0
5/25/2020,PUNO,21,16,0
5/25/2020,SAN MARTIN,22,24,0
5/25/2020,TACNA,23,37,0
5/25/2020,TUMBES,24,44,0
5/25/2020,UCAYALI,25,66,0
5/26/2020,AMAZONAS,01,21,0
5/26/2020,ANCASH,02,186,0
5/26/2020,APURIMAC,03,2,0
5/26/2020,AREQUIPA,04,129,0
5/26/2020,AYACUCHO,05,23,0
5/26/2020,CAJAMARCA,06,31,0
5/26/2020,CALLAO,07,496,0
5/26/2020,CUSCO,08,30,0
5/26/2020,HUANCAVELICA,09,9,0
5/26/2020,HUANUCO,10,21,0
5/26/2020,ICA,11,168,0
5/26/2020,JUNIN,12,53,0
5/26/2020,LA LIBERTAD,13,182,0
5/26/2020,LAMBAYEQUE,14,460,0
5/26/2020,LIMA,15,"4,046",0
5/26/2020,LORETO,15,164,0
5/26/2020,LORETO,16,24,0
5/26/2020,MADRE DE DIOS,17,21,0
5/26/2020,MOQUEGUA,18,27,0
5/26/2020,PASCO,19,13,0
5/26/2020,PIURA,20,411,0
5/26/2020,SAN MARTIN,22,62,0
5/26/2020,TACNA,23,6,0
5/26/2020,TUMBES,24,37,0
5/26/2020,UCAYALI,25,180,0
5/27/2020,AMAZONAS,01,16,0
5/27/2020,ANCASH,02,225,0
5/27/2020,APURIMAC,03,8,0
5/27/2020,AREQUIPA,04,186,0
5/27/2020,AYACUCHO,05,52,0
5/27/2020,CAJAMARCA,06,19,0
5/27/2020,CALLAO,07,511,0
5/27/2020,CUSCO,08,37,0
5/27/2020,HUANCAVELICA,09,14,0
5/27/2020,HUANUCO,10,32,0
5/27/2020,ICA,11,210,0
5/27/2020,JUNIN,12,82,0
5/27/2020,LA LIBERTAD,13,181,0
5/27/2020,LAMBAYEQUE,14,508,0
5/27/2020,LIMA,15,"4,227",0
5/27/2020,LORETO,15,126,0
5/27/2020,LORETO,16,14,0
5/27/2020,MADRE DE DIOS,17,27,0
5/27/2020,MOQUEGUA,18,39,0
5/27/2020,PASCO,19,25,0
5/27/2020,PIURA,20,456,0
5/27/2020,PUNO,21,16,0
5/27/2020,SAN MARTIN,22,65,0
5/27/2020,TACNA,23,7,0
5/27/2020,TUMBES,24,28,0
5/27/2020,UCAYALI,25,161,0
5/28/2020,AMAZONAS,01,24,0
5/28/2020,ANCASH,02,241,0
5/28/2020,APURIMAC,03,9,0
5/28/2020,AREQUIPA,04,186,0
5/28/2020,AYACUCHO,05,28,0
5/28/2020,CAJAMARCA,06,32,0
5/28/2020,CALLAO,07,510,0
5/28/2020,CUSCO,08,46,0
5/28/2020,HUANCAVELICA,09,10,0
5/28/2020,HUANUCO,10,23,0
5/28/2020,ICA,11,132,0
5/28/2020,JUNIN,12,67,0
5/28/2020,LA LIBERTAD,13,307,0
5/28/2020,LAMBAYEQUE,14,315,0
5/28/2020,LIMA,15,"3,536",0
5/28/2020,LORETO,15,70,0
5/28/2020,LORETO,16,7,0
5/28/2020,MADRE DE DIOS,17,53,0
5/28/2020,MOQUEGUA,18,17,0
5/28/2020,PASCO,19,22,0
5/28/2020,PIURA,20,356,0
5/28/2020,PUNO,21,13,0
5/28/2020,SAN MARTIN,22,65,0
5/28/2020,TACNA,23,31,0
5/28/2020,TUMBES,24,44,0
5/28/2020,UCAYALI,25,208,0
5/29/2020,AMAZONAS,01,10,0
5/29/2020,ANCASH,02,174,0
5/29/2020,APURIMAC,03,8,0
5/29/2020,AREQUIPA,04,172,0
5/29/2020,AYACUCHO,05,16,0
5/29/2020,CAJAMARCA,06,20,0
5/29/2020,CALLAO,07,358,0
5/29/2020,CUSCO,08,57,0
5/29/2020,HUANCAVELICA,09,11,0
5/29/2020,HUANUCO,10,33,0
5/29/2020,ICA,11,296,0
5/29/2020,JUNIN,12,67,0
5/29/2020,LA LIBERTAD,13,160,0
5/29/2020,LAMBAYEQUE,14,242,0
5/29/2020,LIMA,15,"3,174",0
5/29/2020,LORETO,15,177,0
5/29/2020,LORETO,16,4,0
5/29/2020,MADRE DE DIOS,17,52,0
5/29/2020,MOQUEGUA,18,16,0
5/29/2020,PASCO,19,4,0
5/29/2020,PIURA,20,266,0
5/29/2020,PUNO,21,24,0
5/29/2020,SAN MARTIN,22,51,0
5/29/2020,TACNA,23,10,0
5/29/2020,TUMBES,24,23,0
5/29/2020,UCAYALI,25,171,0
5/30/2020,AMAZONAS,01,12,0
5/30/2020,ANCASH,02,142,0
5/30/2020,APURIMAC,03,9,0
5/30/2020,AREQUIPA,04,96,0
5/30/2020,AYACUCHO,05,42,0
5/30/2020,CAJAMARCA,06,15,0
5/30/2020,CALLAO,07,250,0
5/30/2020,CUSCO,08,19,0
5/30/2020,HUANCAVELICA,09,11,0
5/30/2020,HUANUCO,10,10,0
5/30/2020,ICA,11,108,0
5/30/2020,JUNIN,12,46,0
5/30/2020,LA LIBERTAD,13,173,0
5/30/2020,LAMBAYEQUE,14,325,0
5/30/2020,LIMA,15,"2,564",0
5/30/2020,LORETO,15,93,0
5/30/2020,LORETO,16,10,0
5/30/2020,MADRE DE DIOS,17,23,0
5/30/2020,MOQUEGUA,18,11,0
5/30/2020,PASCO,19,12,0
5/30/2020,PIURA,20,213,0
5/30/2020,PUNO,21,10,0
5/30/2020,SAN MARTIN,22,63,0
5/30/2020,TACNA,23,18,0
5/30/2020,TUMBES,24,10,0
5/30/2020,UCAYALI,25,206,0
5/31/2020,AMAZONAS,01,12,0
5/31/2020,ANCASH,02,34,0
5/31/2020,APURIMAC,03,3,0
5/31/2020,AREQUIPA,04,20,0
5/31/2020,AYACUCHO,05,4,0
5/31/2020,CAJAMARCA,06,5,0
5/31/2020,CALLAO,07,142,0
5/31/2020,CUSCO,08,1,0
5/31/2020,HUANCAVELICA,09,3,0
5/31/2020,HUANUCO,10,9,0
5/31/2020,ICA,11,28,0
5/31/2020,JUNIN,12,15,0
5/31/2020,LA LIBERTAD,13,100,0
5/31/2020,LAMBAYEQUE,14,60,0
5/31/2020,LIMA,15,"1,392",0
5/31/2020,LORETO,15,277,0
5/31/2020,LORETO,16,8,0
5/31/2020,MADRE DE DIOS,17,1,0
5/31/2020,MOQUEGUA,18,1,0
5/31/2020,PASCO,19,3,0
5/31/2020,PIURA,20,25,0
5/31/2020,SAN MARTIN,22,39,0
5/31/2020,TUMBES,24,10,0
5/31/2020,UCAYALI,25,50,0
6/1/2020,AMAZONAS,01,13,0
6/1/2020,ANCASH,02,137,0
6/1/2020,APURIMAC,03,5,0
6/1/2020,AREQUIPA,04,61,0
6/1/2020,AYACUCHO,05,32,0
6/1/2020,CAJAMARCA,06,31,0
6/1/2020,CALLAO,07,183,0
6/1/2020,CUSCO,08,22,0
6/1/2020,HUANCAVELICA,09,13,0
6/1/2020,HUANUCO,10,19,0
6/1/2020,ICA,11,178,0
6/1/2020,JUNIN,12,46,0
6/1/2020,LA LIBERTAD,13,227,0
6/1/2020,LAMBAYEQUE,14,133,0
6/1/2020,LIMA,15,"1,992",0
6/1/2020,LORETO,15,130,0
6/1/2020,LORETO,16,13,0
6/1/2020,MADRE DE DIOS,17,34,0
6/1/2020,MOQUEGUA,18,8,0
6/1/2020,PASCO,19,33,0
6/1/2020,PIURA,20,500,0
6/1/2020,PUNO,21,6,0
6/1/2020,SAN MARTIN,22,94,0
6/1/2020,TACNA,23,14,0
6/1/2020,TUMBES,24,43,0
6/1/2020,UCAYALI,25,113,0
6/2/2020,AMAZONAS,01,11,0
6/2/2020,ANCASH,02,137,0
6/2/2020,APURIMAC,03,13,0
6/2/2020,AREQUIPA,04,99,0
6/2/2020,AYACUCHO,05,27,0
6/2/2020,CAJAMARCA,06,19,0
6/2/2020,CALLAO,07,185,0
6/2/2020,CUSCO,08,23,0
6/2/2020,HUANCAVELICA,09,5,0
6/2/2020,HUANUCO,10,28,0
6/2/2020,ICA,11,194,0
6/2/2020,JUNIN,12,66,0
6/2/2020,LA LIBERTAD,13,101,0
6/2/2020,LAMBAYEQUE,14,154,0
6/2/2020,LIMA,15,"1,846",0
6/2/2020,LORETO,15,117,0
6/2/2020,LORETO,16,24,0
6/2/2020,MADRE DE DIOS,17,24,0
6/2/2020,MOQUEGUA,18,10,0
6/2/2020,PASCO,19,9,0
6/2/2020,PIURA,20,335,0
6/2/2020,PUNO,21,12,0
6/2/2020,SAN MARTIN,22,98,0
6/2/2020,TACNA,23,15,0
6/2/2020,TUMBES,24,31,0
6/2/2020,UCAYALI,25,39,0
6/3/2020,AMAZONAS,01,26,0
6/3/2020,ANCASH,02,108,0
6/3/2020,APURIMAC,03,11,0
6/3/2020,AREQUIPA,04,55,0
6/3/2020,AYACUCHO,05,17,0
6/3/2020,CAJAMARCA,06,30,0
6/3/2020,CALLAO,07,153,0
6/3/2020,CUSCO,08,11,0
6/3/2020,HUANCAVELICA,09,29,0
6/3/2020,HUANUCO,10,31,0
6/3/2020,ICA,11,120,0
6/3/2020,JUNIN,12,38,0
6/3/2020,LA LIBERTAD,13,96,0
6/3/2020,LAMBAYEQUE,14,121,0
6/3/2020,LIMA,15,943,0
6/3/2020,LORETO,15,53,0
6/3/2020,LORETO,16,8,0
6/3/2020,MADRE DE DIOS,17,32,0
6/3/2020,MOQUEGUA,18,14,0
6/3/2020,PASCO,19,33,0
6/3/2020,PIURA,20,262,0
6/3/2020,PUNO,21,18,0
6/3/2020,SAN MARTIN,22,59,0
6/3/2020,TACNA,23,14,0
6/3/2020,TUMBES,24,28,0
6/3/2020,UCAYALI,25,55,0
6/4/2020,AMAZONAS,01,28,0
6/4/2020,ANCASH,02,111,0
6/4/2020,APURIMAC,03,17,0
6/4/2020,AREQUIPA,04,51,0
6/4/2020,AYACUCHO,05,36,0
6/4/2020,CAJAMARCA,06,21,0
6/4/2020,CALLAO,07,213,0
6/4/2020,CUSCO,08,14,0
6/4/2020,HUANCAVELICA,09,14,0
6/4/2020,HUANUCO,10,80,0
6/4/2020,ICA,11,101,0
6/4/2020,JUNIN,12,24,0
6/4/2020,LA LIBERTAD,13,177,0
6/4/2020,LAMBAYEQUE,14,178,0
6/4/2020,LIMA,15,"1,900",0
6/4/2020,LORETO,15,54,0
6/4/2020,LORETO,16,78,0
6/4/2020,MADRE DE DIOS,17,89,0
6/4/2020,MOQUEGUA,18,22,0
6/4/2020,PASCO,19,29,0
6/4/2020,PIURA,20,486,0
6/4/2020,PUNO,21,26,0
6/4/2020,SAN MARTIN,22,71,0
6/4/2020,TACNA,23,14,0
6/4/2020,TUMBES,24,25,0
6/4/2020,UCAYALI,25,61,0
6/5/2020,AMAZONAS,01,27,0
6/5/2020,ANCASH,02,82,0
6/5/2020,APURIMAC,03,11,0
6/5/2020,AREQUIPA,04,117,0
6/5/2020,AYACUCHO,05,18,0
6/5/2020,CAJAMARCA,06,52,0
6/5/2020,CALLAO,07,239,0
6/5/2020,CUSCO,08,18,0
6/5/2020,HUANCAVELICA,09,7,0
6/5/2020,HUANUCO,10,42,0
6/5/2020,ICA,11,107,0
6/5/2020,JUNIN,12,18,0
6/5/2020,LA LIBERTAD,13,123,0
6/5/2020,LAMBAYEQUE,14,88,0
6/5/2020,LIMA,15,"2,751",0
6/5/2020,LORETO,15,200,0
6/5/2020,LORETO,16,73,0
6/5/2020,MADRE DE DIOS,17,26,0
6/5/2020,MOQUEGUA,18,5,0
6/5/2020,PASCO,19,13,0
6/5/2020,PIURA,20,438,0
6/5/2020,PUNO,21,7,0
6/5/2020,SAN MARTIN,22,71,0
6/5/2020,TACNA,23,19,0
6/5/2020,TUMBES,24,52,0
6/5/2020,UCAYALI,25,152,0
6/6/2020,AMAZONAS,01,20,0
6/6/2020,ANCASH,02,112,0
6/6/2020,APURIMAC,03,13,0
6/6/2020,AREQUIPA,04,138,0
6/6/2020,AYACUCHO,05,29,0
6/6/2020,CAJAMARCA,06,43,0
6/6/2020,CALLAO,07,265,0
6/6/2020,CUSCO,08,40,0
6/6/2020,HUANCAVELICA,09,11,0
6/6/2020,HUANUCO,10,15,0
6/6/2020,ICA,11,148,0
6/6/2020,JUNIN,12,47,0
6/6/2020,LA LIBERTAD,13,148,0
6/6/2020,LAMBAYEQUE,14,155,0
6/6/2020,LIMA,15,"2,511",0
6/6/2020,LORETO,15,95,0
6/6/2020,LORETO,16,68,0
6/6/2020,MADRE DE DIOS,17,23,0
6/6/2020,MOQUEGUA,18,2,0
6/6/2020,PASCO,19,8,0
6/6/2020,PIURA,20,434,0
6/6/2020,PUNO,21,7,0
6/6/2020,SAN MARTIN,22,63,0
6/6/2020,TACNA,23,15,0
6/6/2020,TUMBES,24,36,0
6/6/2020,UCAYALI,25,172,0
6/7/2020,AMAZONAS,01,5,0
6/7/2020,ANCASH,02,103,0
6/7/2020,APURIMAC,03,5,0
6/7/2020,AREQUIPA,04,34,0
6/7/2020,AYACUCHO,05,10,0
6/7/2020,CAJAMARCA,06,13,0
6/7/2020,CALLAO,07,98,0
6/7/2020,CUSCO,08,20,0
6/7/2020,HUANCAVELICA,09,13,0
6/7/2020,HUANUCO,10,14,0
6/7/2020,ICA,11,78,0
6/7/2020,JUNIN,12,40,0
6/7/2020,LA LIBERTAD,13,42,0
6/7/2020,LAMBAYEQUE,14,115,0
6/7/2020,LIMA,15,"1,772",0
6/7/2020,LORETO,15,11,0
6/7/2020,LORETO,16,15,0
6/7/2020,MADRE DE DIOS,17,8,0
6/7/2020,MOQUEGUA,18,2,0
6/7/2020,PASCO,19,11,0
6/7/2020,PIURA,20,73,0
6/7/2020,PUNO,21,2,0
6/7/2020,SAN MARTIN,22,52,0
6/7/2020,TACNA,23,3,0
6/7/2020,TUMBES,24,9,0
6/7/2020,UCAYALI,25,50,0
6/8/2020,AMAZONAS,01,44,0
6/8/2020,ANCASH,02,138,0
6/8/2020,APURIMAC,03,10,0
6/8/2020,AREQUIPA,04,103,0
6/8/2020,AYACUCHO,05,41,0
6/8/2020,CAJAMARCA,06,42,0
6/8/2020,CALLAO,07,264,0
6/8/2020,CUSCO,08,17,0
6/8/2020,HUANCAVELICA,09,13,0
6/8/2020,HUANUCO,10,43,0
6/8/2020,ICA,11,159,0
6/8/2020,JUNIN,12,71,0
6/8/2020,LA LIBERTAD,13,190,0
6/8/2020,LAMBAYEQUE,14,177,0
6/8/2020,LIMA,15,"2,398",0
6/8/2020,LORETO,15,115,0
6/8/2020,LORETO,16,42,0
6/8/2020,MADRE DE DIOS,17,54,0
6/8/2020,MOQUEGUA,18,7,0
6/8/2020,PASCO,19,21,0
6/8/2020,PIURA,20,322,0
6/8/2020,PUNO,21,18,0
6/8/2020,SAN MARTIN,22,157,0
6/8/2020,TACNA,23,12,0
6/8/2020,TUMBES,24,43,0
6/8/2020,UCAYALI,25,176,0
6/9/2020,AMAZONAS,01,60,0
6/9/2020,ANCASH,02,127,0
6/9/2020,APURIMAC,03,13,0
6/9/2020,AREQUIPA,04,126,0
6/9/2020,AYACUCHO,05,32,0
6/9/2020,CAJAMARCA,06,35,0
6/9/2020,CALLAO,07,200,0
6/9/2020,CUSCO,08,37,0
6/9/2020,HUANCAVELICA,09,16,0
6/9/2020,HUANUCO,10,33,0
6/9/2020,ICA,11,145,0
6/9/2020,JUNIN,12,45,0
6/9/2020,LA LIBERTAD,13,244,0
6/9/2020,LAMBAYEQUE,14,199,0
6/9/2020,LIMA,15,"2,618",0
6/9/2020,LORETO,15,58,0
6/9/2020,LORETO,16,54,0
6/9/2020,MADRE DE DIOS,17,36,0
6/9/2020,MOQUEGUA,18,4,0
6/9/2020,PASCO,19,26,0
6/9/2020,PIURA,20,379,0
6/9/2020,PUNO,21,23,0
6/9/2020,SAN MARTIN,22,98,0
6/9/2020,TACNA,23,16,0
6/9/2020,TUMBES,24,57,0
6/9/2020,UCAYALI,25,205,0
6/10/2020,AMAZONAS,01,47,0
6/10/2020,ANCASH,02,124,0
6/10/2020,APURIMAC,03,5,0
6/10/2020,AREQUIPA,04,143,0
6/10/2020,AYACUCHO,05,20,0
6/10/2020,CAJAMARCA,06,40,0
6/10/2020,CALLAO,07,396,0
6/10/2020,CUSCO,08,35,0
6/10/2020,HUANCAVELICA,09,17,0
6/10/2020,HUANUCO,10,36,0
6/10/2020,ICA,11,180,0
6/10/2020,JUNIN,12,89,0
6/10/2020,LA LIBERTAD,13,301,0
6/10/2020,LAMBAYEQUE,14,245,0
6/10/2020,LIMA,15,"2,675",0
6/10/2020,LORETO,15,150,0
6/10/2020,LORETO,16,55,0
6/10/2020,MADRE DE DIOS,17,61,0
6/10/2020,MOQUEGUA,18,4,0
6/10/2020,PASCO,19,28,0
6/10/2020,PIURA,20,344,0
6/10/2020,PUNO,21,31,0
6/10/2020,SAN MARTIN,22,131,0
6/10/2020,TACNA,23,5,0
6/10/2020,TUMBES,24,53,0
6/10/2020,UCAYALI,25,111,0
6/11/2020,AMAZONAS,01,34,0
6/11/2020,ANCASH,02,131,0
6/11/2020,APURIMAC,03,13,0
6/11/2020,AREQUIPA,04,96,0
6/11/2020,AYACUCHO,05,38,0
6/11/2020,CAJAMARCA,06,42,0
6/11/2020,CALLAO,07,286,0
6/11/2020,CUSCO,08,19,0
6/11/2020,HUANCAVELICA,09,17,0
6/11/2020,HUANUCO,10,82,0
6/11/2020,ICA,11,158,0
6/11/2020,JUNIN,12,83,0
6/11/2020,LA LIBERTAD,13,189,0
6/11/2020,LAMBAYEQUE,14,211,0
6/11/2020,LIMA,15,"2,411",0
6/11/2020,LORETO,15,147,0
6/11/2020,LORETO,16,15,0
6/11/2020,MADRE DE DIOS,17,27,0
6/11/2020,MOQUEGUA,18,10,0
6/11/2020,PASCO,19,17,0
6/11/2020,PIURA,20,401,0
6/11/2020,PUNO,21,8,0
6/11/2020,SAN MARTIN,22,153,0
6/11/2020,TACNA,23,12,0
6/11/2020,TUMBES,24,72,0
6/11/2020,UCAYALI,25,131,0
6/12/2020,AMAZONAS,01,45,0
6/12/2020,ANCASH,02,66,0
6/12/2020,APURIMAC,03,11,0
6/12/2020,AREQUIPA,04,80,0
6/12/2020,AYACUCHO,05,29,0
6/12/2020,CAJAMARCA,06,33,0
6/12/2020,CALLAO,07,180,0
6/12/2020,CUSCO,08,43,0
6/12/2020,HUANCAVELICA,09,11,0
6/12/2020,HUANUCO,10,16,0
6/12/2020,ICA,11,132,0
6/12/2020,JUNIN,12,25,0
6/12/2020,LA LIBERTAD,13,91,0
6/12/2020,LAMBAYEQUE,14,132,0
6/12/2020,LIMA,15,"1,641",0
6/12/2020,LORETO,15,32,0
6/12/2020,LORETO,16,12,0
6/12/2020,MADRE DE DIOS,17,24,0
6/12/2020,MOQUEGUA,18,4,0
6/12/2020,PASCO,19,7,0
6/12/2020,PIURA,20,253,0
6/12/2020,PUNO,21,3,0
6/12/2020,SAN MARTIN,22,116,0
6/12/2020,TACNA,23,11,0
6/12/2020,TUMBES,24,19,0
6/12/2020,UCAYALI,25,43,0
